,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN
41993,2601871,Comstock Mining LLC,M,Surface,Active,05/23/2013,0042677,Comstock Mining Inc,L18005,Comstock Mining LLC,NV,26,29,Storey,2.0,Other,07/30/2012,M7,M7821,Vacaville CA Field Office,000341471,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,5,8.0,2.0,1.0,98.0,N,116.937777,40.632777000000004,,,,,,0.0,N,N,N,N,N,300,PYRAMID HIGHWAY NORTH APPROXIMATELY 10 MILES TO MINE.  VISIBLE ON LEFT TURN JUST PAST LARGE BUILDING ON THE LEFT,GOLD HILL
41994,2601872,Columbia,M,Surface,Abandoned,04/03/1984,M05510,Moore Irving,L06912,Alta Exploration Inc,NV,26,19,Lyon,2.0,Other,10/01/1983,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
41998,2601876,Mesquite Lake Mine & Mill,M,Surface,Abandoned,03/11/1986,M30560,Evergreen Resources Inc,L30560,Aspen Mining Corp,NV,26,3,Clark,1.0,Corporation,02/01/1984,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
41999,2601877,East Ridge,M,Surface,Abandoned,05/27/1986,M03998,Tenneco Inc,L05807,Tenneco Minerals Company,NV,26,21,Mineral,2.0,Other,03/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42000,2601878,P N S Mine,M,Surface,Abandoned,06/11/1984,M38615,Southern Pacific Land Company,L38615,Southern Pacific Land Company,NV,26,9,Esmeralda,2.0,Other,06/01/1983,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42002,2601880,Hope Gold,M,Surface,Abandoned,08/19/1985,M36586,Nylene Harry,L36586,N M V Recovery Corp,NV,26,21,Mineral,2.0,Corporation,03/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42003,2601881,Capital Trading Mill,M,Facility,Abandoned,04/15/1986,M06740,Papatheodorou Chris,L08489,Capital Trading Corp International,NV,26,3,Clark,1.0,Other,03/17/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42004,2601882,Ohio,M,Underground,Abandoned,09/20/1985,M04668,Lawrence T  Atkinson,L05774,Western Mine Services,NV,26,9,Esmeralda,2.0,Other,04/01/1984,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42006,2601884,Santa Fe Mine,M,Surface,Abandoned,04/10/1996,M00540,Homestake Mining Company,L13069,Corona Gold Inc,NV,26,21,Mineral,2.0,Other,01/15/1993,M6,M6000,Rocky Mountain District - Denver,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42007,2601885,Antelope Mine,M,Surface,Abandoned,03/21/1985,M34527,International Script Inc,L34527,International Script Inc,NV,26,27,Pershing,2.0,Other,05/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42008,2601886,Lewis Mine,M,Surface,Abandoned,03/01/1988,M07414,Allied Nevada Gold Corp,L09448,Hycroft Lewis Mine Inc,NV,26,13,Humboldt,2.0,Other,01/23/1987,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42010,2601888,East Belmont Project,M,Surface,Abandoned,09/07/1984,M32690,Dorado Mining Company Inc,L32690,Dorado Mining Company Inc,NV,26,23,Nye,2.0,Other,05/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42011,2601889,Olinghouse Project No 1,M,Surface,Abandoned,05/07/1986,M37791,Ridgecrest,L37791,Ridgecrest,NV,26,31,Washoe,2.0,Other,06/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42014,2601892,Raspberry Mine,M,Surface,Abandoned,06/26/1985,M37272,Piper & Associates,L37272,Piper & Associates,NV,26,23,Nye,2.0,Other,08/01/1984,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42015,2601893,Umc Loring/Obester Pit,M,Surface,Abandoned,02/12/1986,M04762,Collins Timothy & Earl Haldeman,L06384,United Mining Company Of Nevada Inc,NV,26,29,Storey,2.0,Other,07/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42016,2601894,B & M Placer Mine,M,Surface,Abandoned,08/26/1985,M06176,Ayres William D & R Watson,L07775,Graystone Minerals Corp,NV,26,13,Humboldt,2.0,Corporation,12/13/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42019,2601897,Justice Mine,M,Underground,Abandoned,03/19/1985,M37758,Bentinck Richard C & David Lester,L37758,Richard C Bentinck M D,NV,26,29,Storey,2.0,Other,09/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42020,2601898,H C & C Mining Incorporated,M,Surface,Abandoned,01/12/1987,M33914,Cain James,L33914,H C & C Mining Inc,NV,26,9,Esmeralda,2.0,Other,10/01/1984,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42021,2601899,Moapa Mill,M,Facility,Abandoned,07/01/1985,M36394,Moapa Research & Development Inc,L36394,Moapa Research & Development Inc,NV,26,1,Churchill,2.0,Other,10/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42022,2601900,Wall Street,M,Facility,Abandoned,05/17/1985,M40135,Western Arlington Resources Inc,L40135,Western Arlington Resources Inc,NV,26,3,Clark,1.0,Other,10/01/1984,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42024,2601902,Revliss,M,Surface,Abandoned,08/26/1985,M37733,Revliss Company,L37733,Revliss Company,NV,26,13,Humboldt,2.0,Other,10/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42025,2601903,Dayton Tailings Mill,M,Facility,Abandoned,04/21/1989,M03315,Du Bois Francis E Iii,L04129,Alhambra Mines Inc,NV,26,19,Lyon,2.0,Other,11/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42026,2601904,Austin Gold Venture,M,Underground,Abandoned,01/10/1990,M07360,Inspiration Resources Corp & Fmc Corp,L09377,Austin Gold Venture,NV,26,15,Lander,2.0,Other,11/01/1984,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42027,2601905,GOLDEN EAGLE MINE,M,Surface,Abandoned,04/06/1999,M09262,Miramar Mining Corp,L12022,American Eagle Resources Inc,NV,26,29,Storey,2.0,Other,11/01/1990,M7,M7821,Vacaville CA Field Office,260190505511,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,,,N,,5,10.0,1.0,,0.0,N,,,,,,,,,N,N,N,N,N,35,,
42030,2601908,PARADISE PEAK MINE,M,Surface,Abandoned,06/02/2000,M08672,Arimetco International Inc,L14754,Arimetco Paradise Peak Corp,NV,26,23,Nye,2.0,Corporation,11/30/1995,M7,M7851,Elko NV Field Office,260190805507,104100.0,Gold Ore,1041.0,0.0,102100.0,Copper Ore NEC,1021.0,0.0,8.0,Metal,8.0,Metal,,,N,,4,10.0,1.0,,0.0,N,,,,,,,,,N,N,N,N,N,196,,
42033,2601912,Willow Creek Project,M,Surface,Abandoned,07/21/1986,M36356,Mining Research Inc,L36356,Mining Research Inc,NV,26,27,Pershing,2.0,Other,03/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42036,2601915,Bounce Mine,M,Underground,Abandoned,07/31/1985,M06200,Johnson Richard,L07807,Dreamland Mining Company,NV,26,21,Mineral,2.0,Other,02/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42039,2601918,Caliente Heights,M,Underground,Abandoned,02/13/1986,M37226,Phillips Mining Company,L37226,Phillips Mining Company,NV,26,21,Mineral,2.0,Other,05/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42040,2601919,Bright Star Mine,M,Underground,Abandoned,03/05/1987,M30010,2 B Partnership,L30010,2 B Partnership,NV,26,29,Storey,2.0,Other,05/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42044,2601923,Yellow Star,M,Surface,Abandoned,10/16/1985,M04638,Marshall Hugh Roy,L05735,Marshall Earth Resources Inc,NV,26,15,Lander,2.0,Other,05/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42045,2601924,Golden Rod Mine,M,Underground,Abandoned,06/11/1986,M33719,Golden Rod Mining Company,L33719,Golden Rod Mining Company,NV,26,3,Clark,1.0,Other,05/01/1985,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42047,2601926,Springer Mine,M,Surface,Abandoned,07/25/1985,M34656,Carl James,L34656,J M & Company,NV,26,27,Pershing,2.0,Other,01/01/1950,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42048,2601927,Capitol Mine,M,Surface,Abandoned,04/29/1986,M06223,Beaumont-Owen Carl,L07832,British Americian Mining Corp,NV,26,3,Clark,1.0,Corporation,06/01/1985,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42049,2601928,Capitol Mill,M,Facility,Abandoned,04/29/1986,M06223,Beaumont-Owen Carl,L07832,British Americian Mining Corp,NV,26,3,Clark,1.0,Corporation,06/01/1985,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42050,2601929,Little Bald Mountain,M,Surface,Abandoned,08/22/1996,M10894,Rory L  Tibbals; Joyce E  Johnson,L14258,Remtech L L C,NV,26,33,White Pine,2.0,Other,09/01/1995,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42051,2601930,Lady Bug Mine,M,Surface,Abandoned,04/29/1988,M38874,Sun River Mining Company,L38874,Sun River Mining Company,NV,26,31,Washoe,2.0,Other,07/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42052,2601931,Alpine,M,Underground,Abandoned,04/07/1986,M06313,Lovestedt Claude B,L07942,Claude B Lovestedt,NV,26,1,Churchill,2.0,Other,07/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42053,2601932,SLEEPER MINE,M,Surface,Abandoned,10/17/1997,M00018,Amax Gold Inc,L08189,Nevada Gold Mining Inc,NV,26,13,Humboldt,2.0,Other,08/01/1985,M7,M7851,Elko NV Field Office,260193205527,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,7,8.0,3.0,,0.0,N,,,,,,,,,N,N,N,N,N,180,,
42054,2601933,Tonkin Springs,M,Surface,Abandoned,06/23/2006,M13112,U S Gold Corporation,L17194,Tonkin Springs LLC,NV,26,11,Eureka,,Other,05/12/2005,M7,M7851,Elko NV Field Office,000017422,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,0,0.0,0.0,0.0,0.0,N,,,,,,,,0.0,N,N,N,N,N,60,"From Carlin NV on I 80 , go south on Hwy 278 48 miles to the rest stop at the JD Ranch turn right and go 4 miles then douth 16.5 miles Stay on themost traveled road.",Eureka
42056,2601935,Six Mile Canyon Mine & Mill,M,Surface,Abandoned,05/29/1986,M06105,Haggard M C,L07682,Gold Canyon Inc,NV,26,19,Lyon,2.0,Other,08/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42057,2601936,4 M,M,Underground,Abandoned,02/12/1986,M30017,4 M,L30017,4 M,NV,26,7,Elko,2.0,Other,08/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42058,2601937,Convention Jarbidge,M,Underground,Abandoned,02/12/1986,M02267,Stocks Clayton,L08058,Little Devil Mining Corp,NV,26,7,Elko,2.0,Corporation,08/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42059,2601938,Buffalo Valley Mine,M,Surface,Abandoned,02/11/1992,M06410,Horizon Gold Corp,L08060,Horizon Gold Shares Inc,NV,26,15,Lander,2.0,Other,08/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42060,2601939,Bmex Pavlak Mill,M,Facility,Abandoned,09/16/1986,M31097,Canyonlands 21st Century,L31097,Bmex Corp,NV,26,7,Elko,2.0,Corporation,08/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42061,2601940,Bull Frog,M,Surface,Abandoned,03/23/1987,M32235,Cruson Michael G & Arthur J Pansze,L32235,Cruson & Pansze,NV,26,23,Nye,2.0,Other,09/01/1985,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42063,2601942,Twin Creeks Mine,M,Surface,Active,05/05/1986,M00165,Newmont Mining Corp,L15317,Newmont USA Limited,NV,26,13,Humboldt,,Corporation,05/05/1997,M7,M7851,Elko NV Field Office,000337988,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,7,12.0,2.0,2.0,640.0,N,117.2675,40.9625,,,,,,0.0,N,N,N,N,N,300,"35 MILES NE OF GOLCONDA, NV",GOLCONDA
42065,2601944,Top Of The Mountain,M,Underground,Abandoned,04/01/1986,M04638,Marshall Hugh Roy,L05735,Marshall Earth Resources Inc,NV,26,23,Nye,2.0,Other,11/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42066,2601945,Torcal Mill,M,Facility,Abandoned,08/06/1986,M09275,Torcal Resources Limited,L12051,Torcal Resources Inc,NV,26,13,Humboldt,2.0,Other,10/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42067,2601946,GOLD BAR MINE,M,Surface,Abandoned,05/25/2000,M00031,Atlas Corp,L09115,Atlas Gold Mining Inc,NV,26,11,Eureka,2.0,Other,11/01/1985,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,5,8.0,1.0,,0.0,N,,,,,,,,,N,N,N,N,N,180,,
42068,2601947,Florida Canyon Mine,M,Surface,Active,02/06/1986,0055809,Jipangu International,L09380,Florida Canyon Mining Inc,NV,26,27,Pershing,,Corporation,02/01/1986,M7,M7851,Elko NV Field Office,000350134,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,Never Had 103I Status,,N,,7,12.0,2.0,2.0,108.0,N,118.15916599999998,40.768055,,,,,,0.0,N,N,N,N,Y,300,From Elko take I-80 West to exit 138 (Humboldt exit). Go left under the interstate. Turn right on the frontage road and follow it to the mine site on the left hand side. Check into the office.,Imlay
42072,2601951,R M G C Deep Exploration,M,Underground,Abandoned,08/07/1989,M00396,Bovee David,L00475,Centennial Development Company,NV,26,23,Nye,2.0,Other,03/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42073,2601952,Reo-Reo Mine,M,Surface,Abandoned,08/06/1986,M09275,Torcal Resources Limited,L12051,Torcal Resources Inc,NV,26,13,Humboldt,2.0,Other,01/01/1986,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42075,2601954,Western Hog Ranch Company,M,Surface,Abandoned,07/01/1996,M08065,Westminer (Canada) Limited,L10341,Western Hog Ranch Company,NV,26,31,Washoe,2.0,Other,08/19/1988,M6,M6000,Rocky Mountain District - Denver,260195405517,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42076,2601955,Rkco Mill,M,Facility,Abandoned,07/09/1986,M06662,Elmer  Richter,L08651,Rkco Inc,NV,26,1,Churchill,2.0,Other,04/01/1986,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42077,2601956,Argus Mill,M,Facility,Abandoned,11/08/1989,M07184,Janess William K,L09113,Argus Mining Company,NV,26,1,Churchill,2.0,Other,04/01/1986,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42078,2601957,Yucca-Queen Mine & Mill,M,Surface,Abandoned,05/14/1986,M06057,T D  Barnes,L07625,Geneva Minerals Inc,NV,26,3,Clark,1.0,Other,04/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42081,2601960,Yucca-Queen Mine & Mill,M,Underground,Abandoned,09/08/1986,M06057,T D  Barnes,L07625,Geneva Minerals Inc,NV,26,3,Clark,1.0,Other,05/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42082,2601961,Tonopah Extension,M,Surface,Abandoned,02/20/1987,M36671,Nevada Western Industries Inc,L36671,Nevada Western Industries Inc,NV,26,23,Nye,2.0,Other,04/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42083,2601962,Hycroft Mine,M,Surface,Active,12/02/2008,M07414,Allied Nevada Gold Corp,L09449,Hycroft Resources & Development Inc,NV,26,13,Humboldt,,Corporation,05/01/1986,M7,M7851,Elko NV Field Office,000349202,104100.0,Gold Ore,1041.0,0.0,104400.0,Silver Ore,1044.0,0.0,8.0,Metal,8.0,Metal,Never Had 103I Status,,N,,7,12.0,2.0,2.0,220.0,N,118.12638799999999,40.953888,,,,,,1.0,N,N,N,N,N,300,"TAKE I-80 WEST FROM ELKO TO WINNEMUCCA DOWN TOWN EXIT TO HWY 95 TO JUNGO ROAD TURN LEFT ON JUNGO ROAD AND GO 55 miles West of Winnemucca on Jungo Road, Winnemucca, NV  89445",Winnemucca
42084,2601963,Whitecaps Mine,M,Surface,Abandoned,06/01/1987,M36241,Midcontinent Mining & Exploration Inc,L36241,Midcontinent Mining & Exploration Inc,NV,26,23,Nye,2.0,Other,05/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42088,2601967,Kingston Mill,M,Facility,Abandoned,03/22/1994,M07180,Real Del Monte Mining Corp,L09109,Nevada Goldfields Inc,NV,26,15,Lander,2.0,Other,06/01/1986,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42089,2601968,Goldbug,M,Surface,Abandoned,07/17/1987,M34289,Plummer Richard,L34289,Hitek Mining Inc,NV,26,9,Esmeralda,2.0,Other,06/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42090,2601969,Meri'S Con Virginia #1,M,Underground,Abandoned,09/08/1988,M04638,Marshall Hugh Roy,L05735,Marshall Earth Resources Inc,NV,26,29,Storey,2.0,Other,07/01/1986,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42095,2601974,Balt 22,M,Surface,Abandoned,02/17/1988,M32068,Heiner Gary L,L32068,Consolidated Mineral Management Corp,NV,26,3,Clark,1.0,Corporation,08/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42099,2601978,Weepah Mine,M,Surface,Abandoned,04/09/1987,M01078,Helms Robert L Construction & Development Co,L08640,Lost Dutchman Construction Inc,NV,26,9,Esmeralda,2.0,Other,09/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42103,2601982,Micron Mine,M,Surface,Abandoned,09/05/1990,M07533,Lee Gordon F,L09603,Micron Minerals Corp,NV,26,3,Clark,1.0,Corporation,05/13/1987,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42105,2601984,High Desert Resources Incorporated,M,Facility,Abandoned,06/30/1987,M34241,Vincent Arby J Jr,L34241,High Desert Resources Inc,NV,26,3,Clark,1.0,Other,10/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42106,2601985,Mar Joy Mill Sites,M,Facility,Abandoned,05/05/1988,M30744,Nellmapios John,L30744,Barnell Custom Mill,NV,26,3,Clark,1.0,Other,10/01/1986,M7,M7841,Henderson NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
42111,2601990,Lone Tree Mill,M,Facility,Abandoned,07/02/1990,M06399,Alta Gold Company,L10828,Alta Gold Company,NV,26,33,White Pine,2.0,Other,11/01/1986,M7,M7851,Elko NV Field Office,,104100.0,Gold Ore,1041.0,0.0,,,,,8.0,Metal,,,,,N,,0,,,,,N,,,,,,,,,N,N,N,N,N,0,,
