idz,MINE_ID,CURRENT_MINE_NAME,COAL_METAL_IND,CURRENT_MINE_TYPE,CURRENT_MINE_STATUS,CURRENT_STATUS_DT,CURRENT_CONTROLLER_ID,CURRENT_CONTROLLER_NAME,CURRENT_OPERATOR_ID,CURRENT_OPERATOR_NAME,STATE,BOM_STATE_CD,FIPS_CNTY_CD,FIPS_CNTY_NM,CONG_DIST_CD,COMPANY_TYPE,CURRENT_CONTROLLER_BEGIN_DT,DISTRICT,OFFICE_CD,OFFICE_NAME,ASSESS_CTRL_NO,PRIMARY_SIC_CD,PRIMARY_SIC,PRIMARY_SIC_CD_1,PRIMARY_SIC_CD_SFX,SECONDARY_SIC_CD,SECONDARY_SIC,SECONDARY_SIC_CD_1,SECONDARY_SIC_CD_SFX,PRIMARY_CANVASS_CD,PRIMARY_CANVASS,SECONDARY_CANVASS_CD,SECONDARY_CANVASS,CURRENT_103I,CURRENT_103I_DT,PORTABLE_OPERATION,PORTABLE_FIPS_ST_CD,DAYS_PER_WEEK,HOURS_PER_SHIFT,PROD_SHIFTS_PER_DAY,MAINT_SHIFTS_PER_DAY,NO_EMPLOYEES,PART48_TRAINING,LONGITUDE,LATITUDE,AVG_MINE_HEIGHT,MINE_GAS_CATEGORY_CD,METHANE_LIBERATION,NO_PRODUCING_PITS,NO_NONPRODUCING_PITS,NO_TAILING_PONDS,PILLAR_RECOVERY_USED,HIGHWALL_MINER_USED,MULTIPLE_PITS,MINERS_REP_IND,SAFETY_COMMITTEE_IND,MILES_FROM_OFFICE,DIRECTIONS_TO_MINE,NEAREST_TOWN,lon
12894,1002226,Salmon River Gold,M,Surface,Active,01/31/2014,106645,Shannon D.  Lindsey,125436,Shannon Lindsey,ID,10,49,Idaho,,Sole Proprietor,08/01/2012,M7,M7611,Boise ID Field Office,346839,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,3,N,116.121666,45.932222,,,,,,0,N,N,N,N,N,150,Hwy 95 past Riggins just before Whitebird mile 316 turn rt go under bridge go left follow 2 miles to mine,Whitebird,-116.121666
40142,2402207,Elkhorn Mine/ Golden Dream,M,Underground,Abandoned,07/11/2013,104953,"Eastern Resources, Inc.",L17939,Elkhorn Goldfields Inc,MT,24,43,Jefferson,1,Corporation,01/01/2001,M6,M6821,Helena MT Field Office,295464,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,,,,,N,111.970277,46.178611,,,,,,0,N,N,N,N,N,45,Travel  to Elkhorn from helena mine is on the left town,Elkhorn ,-111.970277
39745,2401779,Ohio Mine,M,Surface,Intermittent,02/07/2014,109241,Darko  Smilovic,118627,D&S Mining and Exploration,MT,24,7,Broadwater,1,Sole Proprietor,06/23/2011,M6,M6821,Helena MT Field Office,326397,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,8,1,0,5,N,111.664167,46.195,,,,,,0,N,N,N,N,N,50,"Off Hwy 287 toward Radersburg 9miles, left onto Mill Rd, go 3 miles to Keating Gulch Rd, go Right 1.5 miles to base of Ohio/Keating Mining Complex",Radersburg,-111.664167
39826,2401863,Keating Project,M,Surface,Abandoned,04/01/2013,M40159,Antonioli Peter S,L36791,Northmont Resource & Exploration Co.,MT,24,7,Broadwater,1,Corporation,10/27/2011,M6,M6821,Helena MT Field Office,295913,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,,,,,N,111.631111,46.195,,,,,,0,N,N,N,N,N,60,"1.5 miles west of Radersburg, Montana. Lat: 46 degrees, 11 minutes, 9.64 seconds N, Long: 111 degrees, 39 minutes, 32.23 seconds W ",Radersburg,-111.631111
39619,2401648,Contact Concentrator,M,Facility,Intermittent,11/14/2013,105855,Sima  Muroff,130513,Strategic Minerals,MT,24,39,Granite,1,Other,09/30/2013,M6,M6821,Helena MT Field Office,346409,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,,,N,,5,8,3,0,14,N,113.295277,46.330555,,,,,,0,N,N,N,N,N,60,Travel west in phillipsburg take seconadary rd towards granite ghost town turn right follow road 1/2 mile turn right follow to mine.,Phillipsburg,-113.295277
39735,2401769,Montana Tunnels Mining Inc,M,Surface,Active,10/01/2011,104953,"Eastern Resources, Inc.",L08596,Montana Tunnels Mining Inc,MT,24,43,Jefferson,1,Other,11/01/1985,M6,M6821,Helena MT Field Office,341657,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,11,N,112.073055,46.364722,,,,,,1,N,N,N,N,N,30,entering Jefferson follow signs 5 miles to the mine,Jefferson City,-112.073055
40568,2402651,Winston Realty,M,Surface,Temporarily Idled,08/05/2013,109241,Darko  Smilovic,128473,Winston Realty,MT,24,7,Broadwater,,Other,05/10/2013,M6,M6821,Helena MT Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,,,0,4,N,111.66358,46.459467,,,,,,0,N,N,N,N,N,16,Turn on Muffley Lane off highway go 1 1/4 miles to end of road,Winston,-111.66358
12725,1002047,Bond Mine,M,Underground,Abandoned,08/09/2012,42705,Daniel K  Vaughan,119848,Gold Pan Dan LLC,ID,10,35,Clearwater,,Other,10/06/2011,M7,M7611,Boise ID Field Office,272171,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,115.799166,46.491111,,,,,,0,N,N,N,N,N,250,"USFS Road 250 from Pierce, ID to the end of the 5160 Rd.",Pierce,-115.799166
40572,2402656,Gold Creek Placer,M,Surface,Temporarily Idled,07/30/2013,103473,Gordon  Jones,129196,GJC LLC,MT,24,77,Powell,,Other,06/10/2013,M6,M6821,Helena MT Field Office,333965,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,,,0,1,N,112.928333,46.565555,,,,,,0,N,N,N,N,N,53,"Take Gold Creek exit off of I-90, exit 166, head south on Gold Creek Rd for approximately 5.6 miles and turn right onto road with double green gates.",Gold Creek,-112.928333
40494,2402571,Trommel,M,Surface,Abandoned,02/25/2011,93933,Randy L.  Rice,111045,Randy Rice,MT,24,77,Powell,,Sole Proprietor,05/13/2010,M6,M6821,Helena MT Field Office,238516,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,Y,30,0,,,,,N,112.949166,46.585,,,,,,0,N,N,N,N,N,120,FS Rd 636 to Mine,Gold Creek,-112.949166
40275,2402343,Moble,M,Surface,Abandoned,10/01/2010,42243,Tracy  Fortner,51653,Tracy Fortner,MT,24,49,Lewis And Clark,,Sole Proprietor,10/15/2003,M6,M6821,Helena MT Field Office,216605,104100,Gold Ore,1041,0,144200,Construction Sand and Gravel,1442,0,8,Metal,5,SandAndGravel,Never Had 103I Status,,Y,30,0,,,,,N,111.438611,46.586388,,,,,,0,N,N,N,N,N,20,Portable,East Helena,-111.438611
40505,2402582,Gold Rule Placer Mine,M,Surface,Intermittent,08/05/2013,100105,George  Frank,118128,Golden Rule Placer Mining Inc.,MT,24,77,Powell,,Corporation,04/26/2011,M6,M6821,Helena MT Field Office,328679,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,10,1,0,5,N,113.147222,46.6675,,,,,,0,N,N,N,N,N,80,7 miles up from Gold Creek exit,Drummond,-113.147222
40496,2402573,Bear Creek Placer,M,Surface,Abandoned,02/07/2014,95893,Les (Eugene) L  Towner; Rob  Towner,113285,Bear Creek Placer LLC,MT,24,39,Granite,,Other,07/12/2010,M6,M6821,Helena MT Field Office,285989,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,Y,30,0,,,,,N,113.331667,46.713056,,,,,,0,N,N,N,N,N,75,10 Miles west of Drummond on frontage rd to bear gulch. 1st road on right at the gravel pit,Drummond,-113.331667
39311,2401079,Drumlummon Mine ,M,Underground,Temporarily Idled,01/30/2014,106783,U S Silver & Gold,114225,Drumlummon Gold Corporation,MT,24,49,Lewis And Clark,1,Corporation,02/07/2011,M6,M6821,Helena MT Field Office,324056,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,7,,,0,123,N,112.267222,46.748611,,VI,,,,0,N,N,N,N,Y,25,"Take I-15 to Linclon Road Exit Travel 8 miles to Marysville turn off take left go 4 miles and take left follow road up hill to site ""Old Waste Dump Area""",Helena,-112.267222
40506,2402583,Garnet Project-Nancy Hanks Mine,M,Underground,Abandoned,01/01/2012,112181,David  Rodli,118908,GrantHartford Corp.,MT,24,39,Granite,,Corporation,06/15/2011,M6,M6821,Helena MT Field Office,286326,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,113.338055,46.825277,,,,,,0,N,N,N,N,N,80,Approx 1 mile west of the Garnet Ghost Town. Mine access is from the Range Road which can be accessed via Bear Gulch from the sough off the 1-90 Frontage Road or Hwy 200 from the North,Garnet,-113.338055
40012,2402071,Bigler Mine,M,Underground,Abandoned,12/09/2013,101473,Craig A  Perkins; Richard K  Geordge; Robert  Russell,119432,Bigler Mining Co LLC,MT,24,59,Meagher,,Other,04/27/2011,M6,M6821,Helena MT Field Office,306670,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,,,N,110.3625,46.879722,,,,,,0,N,N,N,N,N,80,Hwy 284 to Duck Creek Rd Go East on Duck Creek Rd for 16 miles. Go past the gate. On the left is a sign thats says FS 139. Go left at sign. Go 1 mile and you will run into the mine.,White Sulpher Springs,-110.3625
40031,2402091,M L J Grizzly,M,Surface,Abandoned,12/01/2011,M35962,Mark L  Johnson,L35962,Mark L Johnson,MT,24,49,Lewis And Clark,1,Sole Proprietor,05/01/1996,M6,M6821,Helena MT Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,,,,,N,110.3625,46.879722,,,,,,0,N,N,N,N,N,10,From West Main st go South of Helena on Grizzly Gulch Dr,Helena,-110.3625
12868,1002197,Intermountain Minerals,M,Underground,Abandoned,10/03/2011,90193,Randy D  Mattson,106485,Intermountain Minerals,ID,10,79,Shoshone,,Corporation,11/03/2009,M7,M7641,Kent WA Field Office,234756,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,116.562222,47.223611,,,,,,0,N,N,N,N,N,380,"From Murry,ID., I-90 East to Idaho, Exit 43, go left over freeway, follow to Prichard, turn right to Murry, mine 2 miles past Murry on right.",St. Maries,-116.562222
73892,4503650,Lovitt Mine,M,Underground,Abandoned,10/01/2012,79315,Lovitt Resources Inc,94266,"Lovitt Mining Co., Inc.",WA,45,7,Chelan,,Corporation,08/04/2008,M7,M7641,Kent WA Field Office,,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,120.308611,47.393055,,,,,,0,N,N,N,N,N,230,"I-90 to Couer d'Alene, ID., turn North on Hwy. 95, go up to Sandpoint, ID, turn on Route 200, go South-East to Clarks Fork, just past Clarks Fork, go to Mile Marker 60, mine is on the left.",Wenatchee,-120.308611
12728,1002050,Golden Chest Project,M,Underground,Abandoned,05/15/2013,M10775,Grant A  Brackebusch,L14100,New Jersey Mining Company,ID,10,79,Shoshone,,Corporation,04/08/2004,M7,M7611,Boise ID Field Office,324009,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,116.095278,47.526667,,,,,,0,N,N,N,N,N,450,"Approximately 2 miles east of Murray, Idaho on Thompson Falls Rd turn left at Reader Gulch & follow road.","Kellogg, ID",-116.095278
12600,1001913,New Jersey Mill,M,Facility,Intermittent,02/21/2014,M10775,Grant A  Brackebusch,L14100,New Jersey Mining Company,ID,10,79,Shoshone,,Corporation,04/01/1995,M7,M7611,Boise ID Field Office,318570,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,8,0,4,N,115.851111,47.626389,,,,,,0,N,N,N,N,N,450,"From Boise - Hwy 95 north to I-90, I-90 east approxiamately 40 miles to Big Creek Exit - Turn south across bridge to Highwater Road follow west to mine","Kellogg, ID",-115.851111
12565,1001875,Rescue Mine,M,Underground,Abandoned,07/20/2012,M03114,Carol  Stephan,L03888,Shoshone Silver / Gold Mining Co,ID,10,49,Idaho,,Corporation,03/19/2009,M7,M7611,Boise ID Field Office,271442,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,116.908888,48.187777,,,,,,0,N,N,N,N,N,120,"Take Hwy 55 N to McCall, go to N end to rt on Warren Wagon Rd, go 47 miles (17 miles rough road) you will go past Secesh Meadows, steamboat summit, to Warren take lft, 1 blk go rt. 1/2 mile just past sawmill 9on right.",Warren,-116.908888
73544,4503283,Kettle River Mill Site,M,Facility,Active,10/01/2008,M10062,Kinross Gold Corp,51754,Kinross Gold Corp Kettle River Operations,WA,45,19,Ferry,5,Corporation,08/25/2003,M7,M7641,Kent WA Field Office,349954,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,0,55,N,118.616944,48.666666,,,,,,1,N,N,N,N,N,400,I-90 EAST TO SR-21 NORTH TO REPUBLIC FOLLOW 21 PAST REPUBLIC TURN RT. ONTO FISH HATCHERY RD. APPROX. 3.5 MILES TO MILL AT END OF RD.,Republic,-118.616944
73597,4503336,K-2 Mine Site,M,Underground,Abandoned,10/01/2012,M10062,Kinross Gold Corp,51754,Kinross Gold Corp Kettle River Operations,WA,45,19,Ferry,,Corporation,08/25/2003,M7,M7641,Kent WA Field Office,262585,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,0,0,0,0,N,118.616944,48.666666,,,,,,0,Y,N,N,N,Y,240,FROM KENT WA. TO WENATCHEE NORTH HWY 20 TO REPUBLIC WA. FROM REPUBLIC TAKE HWY 21 N TO CURLEW GO W. 3 MILES MINE OF LEFT.,Curlew,-118.616944
73537,4503276,D D One,M,Underground,Abandoned,12/30/2011,M10601,Lane A  Griffin,L13872,Diversified Development Company,WA,45,73,Whatcom,2,Corporation,08/01/1992,M7,M7641,Kent WA Field Office,235250,104100,Gold Ore,1041,0,104400,Silver Ore,1044,0,8,Metal,8,Metal,Never Had 103I Status,,N,,0,,,0,,N,122.515,48.769444,,,,,,0,N,N,N,N,N,150,Hwy 542 to just past mile post 46 turn left forest service rd 3045 follow to Twin Lakes to locked gate mine 1.5 miles past gate.,Glacier,-122.515
40042,2402102,MAYFLOWER MINE,M,Underground,Active,01/29/2014,105855,Sima  Muroff,L15251,Brimstone Mining Inc,MT,24,43,Jefferson,1,Corporation,01/01/1997,M6,M6821,Helena MT Field Office,344818,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,4,10,0,1,6,N,112.001389,48.793611,,VI,,,,0,N,N,N,N,N,67,"from Whitehall go east on Highway 69, right on Tebay Lane, go to ""T-intersection"" and turn left, 0.3 miles then right on unmarked farm road, then 5 miles to mine.",Whitehall,-112.001389
73861,4503615,Buckhorn Mine,M,Underground,Active,10/01/2008,M10062,Kinross Gold Corp,75104,Crown Resources-Kettle River Operations,WA,45,47,Okanogan,,Corporation,09/14/2006,M7,M7641,Kent WA Field Office,347573,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,1,76,N,118.974722,48.943889,,VI,,,,1,N,N,N,N,Y,250,"Kent, WA to Oroville, WA, take Forest Service Road #9480 South to Chesaw, follow road Southeast to Forest Service Road #3575-120 follow to mine site.",Chesaw,-118.974722
84274,5001857,Niblack Project LLC,M,Underground,Active,01/29/2014,89093,Heatherdale Resources,105325,Niblack Project LLC,AK,50,130,Ketchikan Gateway,,Other,08/01/2009,M7,M7861,Anchorage AK Field Office,328812,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,0,0,0,8,N,132.147222,55.066389,,VI,,,,0,N,N,N,N,N,0,"Fly from Anchorage to Ketchikan to mine site.  Mine site is on the southeast end of Prince of Wales Island.  (5 deg 04' 00"" 132 deg 08""50"")",Ketchikan,-132.147222
83965,5001544,Kensington,M,Underground,Active,10/10/2010,M04598,"Coeur Mining, Inc.",L13779,Coeur Alaska Inc,AK,50,110,Juneau,,Corporation,07/07/1995,M7,M7861,Anchorage AK Field Office,342270,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,7,12,2,0,213,N,135.017222,58.799444,,VI,,,,1,N,N,N,N,N,0,TAKE COASTAL HELICOPTER FLIGHT FROM JUNEAU AIRPORT.  Mine has regular ferry runs also.,Juneau,-135.017222
83588,5000931,Big Nugget Mine,M,Surface,Intermittent,04/22/2011,104073,Parker R  Schnabel,122551,"Upstream, LLC.",AK,50,100,Haines,1,Corporation,03/01/2012,M7,M7861,Anchorage AK Field Office,336322,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,8,1,0,2,N,135.445,59.235833,,,,,,0,N,N,N,N,N,0,"From Haines, go to mile 27 of the Haines Hwy and turn onto Porcupine bridge.  Take 2 right turns and go 8 miles on gravel road.",Haines,-135.445
84388,5001973,Lost Channel Mine,M,Surface,Temporarily Idled,10/01/2012,103475,Richard E  Lohr,121751,Glacial Resource LLC,AK,50,100,Haines,,Other,03/21/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,0,0,0,6,N,135.83,59.369444,,,,,,0,N,N,N,N,N,0,"North from Haines, AK on Haines Highway - take Porcupine Bridge exit at mile 26, take immediate right turn onto dirt and gravel mine road, follow 9 miles to Sign for ""Big Nugget"" mine to left, instead, turn right across Porcupine Creek to Lost Channel Mine.","Haines, AK",-135.83
83497,5000298,Marvel Creek ,M,Surface,Temporarily Idled,10/01/2012,104177,Mark  Matter,122672,Marvel Creek Mining Company,AK,50,50,Bethel,,Sole Proprietor,04/23/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,0,0,0,2,N,161.755833,60.792222,,,,,,0,N,N,N,N,N,0,"Charter aircraft from Bethel.  Marvel Creek landingstrip, 9N 58W Sec5 Seward Meridian Bethel D2 quad.",Bethel,-161.755833
83980,5001559,Mineral Creek Mine,M,Surface,Intermittent,07/10/2013,M32535,David Lincoln  Dempsey,L32535,David Dempsey Mining LLC,AK,50,261,Valdez-Cordova,,Other,07/01/1988,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,8,1,0,3,N,146.366111,61.139722,,,,,,0,N,N,N,N,N,0,"From Mineral Creek Drive in Valdez, AK, proceed to Mineral Creek road and drive about 5.5 miles to the State of Alaska road closed gate.  Walk 1 mile on trail to claim.  ",Valdez,-146.366111
83505,5000326,The Slim Chance,M,Surface,Abandoned,10/12/2012,104373,Robert I  Ditman,122930,Ditman Placer Gold Inc,AK,50,261,Valdez-Cordova,,Corporation,05/09/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,145.685555,61.176944,,,,,,0,N,N,N,N,N,0,"Turn South at milepost 19 on the Richardson Hwy.  Take Heidenview subdivision road to Trans-Alaska pipeline.  1/4 mile cross pipeline, proceed to Lowe River.  Follow upstream 1 mi South of milepost 17.5 Richardson Hwy.",Valdez,-145.685555
83609,5001035,NYAC Mining Co,M,Surface,Intermittent,07/17/1986,57589,John M  James,68643,NYAC Mining Co,AK,50,50,Bethel,1,Partnership,05/12/2005,M7,M7861,Anchorage AK Field Office,330977,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,10,1,0,14,N,149.915,61.209722,,,,,,0,N,N,N,N,N,0,"Anchorage to Bethel, AK. to Yute Air ( 907-543-3003 ) charter to Nyac  60 degrees 58.74N  160 degrees 00.17W  65 miles NE Bethel VOR",Bethel,-149.915
84359,5001944,Marion Creek Mine,M,Surface,Abandoned,10/11/2010,95593,John J  Perkins,112965,Perkins Prospecting,AK,50,290,Yukon-Koyukuk,,Sole Proprietor,08/21/2010,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,0,0,0,0,N,149.418055,61.61,,,,,,0,N,N,N,N,N,0,"Approx 5 mi N of Coldfoot.  Cross Marion creek bridge.  1st right past bridge (to BLM cabin), then 1st left thru mining equipment staging area.  God 1 3/4 mi up road (past AK state gravel pit).  When you reach 1st river crossing you are in the middle of the claim.",Coldfoot,-149.418055
84399,5001984,Rock&Roll Mining,M,Surface,Temporarily Idled,08/05/2013,109085,Mike S  Dale; Robert  Cabos,128274,Rock & Roll Mining,AK,50,240,Southeast Fairbanks,,Sole Proprietor,06/17/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,0,0,0,2,N,143.961111,62.706944,,,,,,0,N,N,N,N,N,0,"Tok cutoff highway to milepost 62, 5 miles north of that on RST 188 trail.",slana,-143.961111
84400,5001985,Albert Creek Mine,M,Surface,Abandoned,10/12/2012,105037,Patricia  Lankford; Steve  Lankford,123651,4/S Services,AK,50,170,Matanuska-Susitna,,Partnership,06/29/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,0,0,0,0,0,N,143.590555,62.737777,,,,,,0,N,N,N,N,N,0,"Follow Glenn Hwy N to old Gunsite Lodge and take first left after. Follow trail up and over Start Up Pass. Go down Crooked Creek to Albert Creek, turn left and you are at the mine. Google coordinates:  62.00'22.82"" N  147.19'04.24"" W.",Nelchina,-143.590555
84406,5001991,Terra ,M,Surface,Intermittent,07/01/2013,109265,WestMountain Gold Inc,128495,Terra Gold Corp,AK,50,170,Matanuska-Susitna,,Corporation,03/11/2013,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,8,1,0,10,N,155.595992,62.953204,,,,,,0,N,N,N,N,N,0,"Exploration and Bulk Sample Site on Fish Creek, Tributary off Hartman River.",Anchorage,-155.595992
84389,5001974,Anvil Creek Mine,M,Surface,Intermittent,04/27/2012,103513,American Standard Metal LLC; Daniel  Plano,121810,Anvil Creek LLC,AK,50,290,Yukon-Koyukuk,,Other,03/15/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,6,8,1,0,5,N,156.125,62.975277,,,,,,0,N,N,N,N,N,0,"Fly to Takotna.  Drive west 20 miles from Takotna, Alaska on the state road that goes to Ophir.  Turn left at the sign that says Anvil Creek Mine and this road will take you into the mine site.","Ophir, AK",-156.125
84403,5001988,Valdez Creek Mine,M,Surface,Intermittent,06/01/2013,109587,Mark  Anzivino,128916,M.A. Mining,AK,50,170,Matanuska-Susitna,,Other,05/28/2013,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,12,1,0,3,N,149.36674,63.058427,,,,,,0,N,N,N,N,N,0,"Denali Hwy to Susitina Bridge, turn off on Valdez Creek rd.  Go up 7 mi, 1st mine on the right of Lower Valdez Creek",Denali,-149.36674
84201,5001782,Nixon Fork Mine,M,Underground,Abandoned,10/02/2013,94073,Fire River Gold,51580,Mystery Creek Resources Inc,AK,50,290,Yukon-Koyukuk,,Corporation,07/23/2003,M7,M7861,Anchorage AK Field Office,327812,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,154.765278,63.2375,,,,,,0,N,N,N,N,N,0,Alaska Air to McGrath/Charter Air (Tanana) to Mine Site(30 miles NE of McGrath),McGrath,-154.765278
84338,5001923,Rusty Creek Mine,M,Surface,Temporarily Idled,10/01/2013,91733,Steven C  Smith; Jamie  Baker,108405,C A Gold LLC,AK,50,170,Matanuska-Susitna,,Other,03/16/2010,M7,M7861,Anchorage AK Field Office,266563,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,5,0,0,0,3,N,148.255833,63.261111,,,,,,0,N,N,N,N,N,0,"Turn east of the Parks Highway at Cantwell onto the Denali Highway. Travel approximately 63 miles (milepost 79 of Denali Highway) where you reach the Valdez Creek Road shortly after crossing the Susitna River bridge. Turn onto the Valdez Creek Road and travel approximately 12 miles. At the confluence of White Creek and Valdez Creek, on the east side of White Creek, turn south and follow beside White Creek approximately 1.2 miles until you reach the confluence of White Creek and Little Rusty Creek. Turn west just below the confluence of the creek, cross White Creek and follow the road approximately 0.5 miles to the mining area or 0.7 miles to the camp area.",Cantwell,-148.255833
84383,5001968,Kenyon Creek Claims,M,Surface,Temporarily Idled,03/01/2012,103141,Michael A  Williams,121332,Tok Exploration,AK,50,290,Yukon-Koyukuk,,Sole Proprietor,02/08/2012,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,5,0,0,0,2,N,142.954444,63.329444,,,,,,0,N,N,N,N,N,0,28 miles north on Paradise Trail along the Alaska and Yukon Border.  Trail head at mp 1238 of the Alaska highway.,Tok,-142.954444
83933,5001510,White Creek ,M,Surface,Temporarily Idled,10/01/2012,101607,Alaska Gold Extraction LLC,119571,Highlight Canyon LLC,AK,50,261,Valdez-Cordova,,Other,07/25/2011,M7,M7861,Anchorage AK Field Office,285156,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,6,0,0,0,5,N,148.950833,63.391666,,,,,,0,N,N,N,N,N,0,"Denali Highway Mi 57.5, turn North on Valdez Creek road 10 miles.  Turn right at White Creek, 3/4 mi.  At junction of White Creek and Rusty Creek",Denali,-148.950833
84292,5001875,Channel Quest,M,Surface,Intermittent,06/01/2008,M14170,Michael J  Kingsbury; Deborah M  Albert,L18424,Ellet Enterprises Inc,AK,50,68,Denali,,Corporation,03/26/2008,M7,M7861,Anchorage AK Field Office,198764,104100,Gold Ore,1041,0,,,,,8,Metal,,,,,N,,7,10,1,0,4,N,148.950833,63.391667,,,,,,0,N,N,N,N,N,0,"Note:  Phone is satellite -must dial all 12 digits. Denali Hwy. N/O old city of Denali on designated trail, cross Susitna and Valdez Creek to White Creek. No Road.",Paxon,-148.950833
84373,5001958,Roosevelt Creek Mining Company,M,Surface,Abandoned,10/01/2013,100505,Steven J  Priddle,118528,Roosevelt Creek Mining Company,AK,50,170,Matanuska-Susitna,,Sole Proprietor,06/14/2011,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,0,0,0,0,0,N,148.950833,63.391667,,,,,,0,N,N,N,N,N,0,"Denali Hwy to Valdez Creek, go to Roosevelt Creek",Cantwell,-148.950833
84409,5001994,White Creek Mine,M,Surface,Intermittent,07/19/2013,109581,John  Cioffoletti,128913,"Valdez Creek Mining, LLC",AK,50,170,Matanuska-Susitna,,Other,06/07/2013,M7,M7861,Anchorage AK Field Office,,104100,Gold Ore,1041,0,,,,,8,Metal,,,Never Had 103I Status,,N,,6,9,1,0,5,N,148.950833,63.391667,,,,,,0,N,N,N,N,N,0,"Mine sattelite phone: 88 163 161 2943.  Drive east on Denali Hwy from Cantwell 57.5 miles to Valdez Creek Road, ~1/2 mile beyond Susitna River Bridge, then north and east on Valdez Creek Road approximately 11 miles to confluence of Valdez and White Creeks, then 1/2 mile up White Creek to mine site.",Cantwell,-148.950833
